original;connected;weight;SENS UNIQUE;trafic
3.06916, 50.60284;3.07022, 50.60308;30;0;0
3.06916, 50.60284;3.06961, 50.60194;16;0;0
3.06916, 50.65278;3.06989, 50.65281;10;1;0
3.06916, 50.65278;3.06928, 50.6522;140;1;0
3.06917, 50.60685;3.06936, 50.60673;5;0;0
3.06918, 50.62366;3.06968, 50.62439;33;1;0
3.06918, 50.62366;3.07136, 50.62253;34;0;0
3.06918, 50.62366;3.06842, 50.62292;17;1;0
3.06919, 50.70254;3.06896, 50.70255;9;1;0
3.0692, 50.63361;3.0697, 50.63361;132;1;0
3.0692, 50.63361;3.0693, 50.63293;163;0;0
3.06921, 50.70679;3.06895, 50.70638;6;0;0
3.06921, 50.70679;3.06919, 50.70727;10;0;0
3.06925, 50.60728;3.06878, 50.60762;16;0;0
3.06925, 50.7688;3.06933, 50.76866;8;0;0
3.06927, 50.61776;3.07172, 50.61801;78;0;1
3.06927, 50.63551;3.0698, 50.63526;175;1;0
3.06927, 50.70397;3.06967, 50.70438;7;1;0
3.06927, 50.70397;3.0684, 50.70397;130;0;2
3.06928, 50.6375;3.06962, 50.63774;198;1;0
3.06928, 50.6375;3.06999, 50.63703;26;1;0
3.06928, 50.6486;3.06874, 50.64879;199;1;1
3.06928, 50.6486;3.06976, 50.64928;17;1;1
3.06928, 50.6522;3.06933, 50.65195;139;1;0
3.06928, 50.6522;3.0685, 50.65192;27;0;2
3.06928, 50.6723;3.06958, 50.67273;15;0;0
3.06928, 50.6723;3.07005, 50.67136;23;0;1
3.06929, 50.59541;3.06977, 50.59392;21;0;1
3.06929, 50.59541;3.07295, 50.59403;33;0;0
3.06929, 50.60822;3.06919, 50.6083;1;0;0
3.06929, 50.60822;3.07005, 50.60876;16;0;0
3.06929, 50.60822;3.0701, 50.60761;11;0;0
3.06929, 50.60822;3.06919, 50.6083;1;0;0
3.0693, 50.62968;3.06884, 50.6293;34;1;0
3.0693, 50.62968;3.06985, 50.62975;329;0;0
3.06933, 50.65195;3.07023, 50.65206;114;1;0
3.06933, 50.65195;3.06993, 50.65249;91;0;2
3.06933, 50.65195;3.06943, 50.65145;146;1;0
3.06933, 50.76866;3.0685, 50.7686;16;0;2
3.06933, 50.76866;3.06948, 50.76826;5;0;0
3.06935, 50.6587;3.06922, 50.66021;57;0;2
3.06936, 50.65861;3.07033, 50.65897;20;0;0
3.06936, 50.65861;3.06935, 50.6587;4;0;2
3.06938, 50.60441;3.07063, 50.60522;40;0;6
3.06938, 50.60441;3.0696, 50.60416;132;1;0
3.06938, 50.67387;3.0698, 50.67374;5;0;0
3.0694, 50.63992;3.06996, 50.64011;10;0;0
3.0694, 50.63992;3.06855, 50.64097;34;1;0
3.0694, 50.66574;3.06894, 50.66643;25;0;2
3.0694, 50.66574;3.06894, 50.66643;25;0;2
3.06941, 50.75414;3.06738, 50.75703;31;0;0
3.06941, 50.75414;3.0657, 50.75273;51;0;0
3.06943, 50.65145;3.0676, 50.65101;128;1;0
3.06943, 50.65145;3.06948, 50.65116;5;0;0
3.06943, 50.65678;3.06894, 50.65761;18;0;0
3.06944, 50.66734;3.06926, 50.66761;8;0;2
3.06944, 50.66734;3.07025, 50.6676;13;0;0
3.06945, 50.59738;3.0687, 50.59723;96;0;3
3.06945, 50.63662;3.06999, 50.63703;310;1;0
3.06947, 50.68095;3.07032, 50.68116;9;0;0
3.06948, 50.65116;3.07039, 50.65121;20;0;0
3.06948, 50.65116;3.06957, 50.65066;11;0;0
3.06948, 50.76826;3.06954, 50.76807;2;0;0
3.06949, 50.62009;3.07114, 50.62056;28;0;0
3.06949, 50.62009;3.07033, 50.61912;118;1;0
3.06951, 50.68011;3.06992, 50.68023;10;0;0
3.06951, 50.68011;3.06958, 50.67973;7;0;6
3.06953, 50.63391;3.06799, 50.63366;92;1;0
3.06953, 50.63391;3.0697, 50.63361;53;1;0
3.06954, 50.66905;3.07145, 50.66941;36;0;0
3.06954, 50.66905;3.06921, 50.66959;15;0;0
3.06954, 50.76807;3.06974, 50.76433;53;0;0
3.06954, 50.76807;3.0624, 50.76508;205;0;4
3.06955, 50.60708;3.06917, 50.60685;32;1;0
3.06955, 50.60708;3.06925, 50.60728;8;1;0
3.06957, 50.62822;3.06986, 50.62828;332;0;0
3.06957, 50.65066;3.06948, 50.65116;11;0;2
3.06957, 50.65066;3.06962, 50.6504;4;0;0
3.06958, 50.67273;3.07047, 50.6733;42;0;2
3.06958, 50.67273;3.07009, 50.67365;12;0;0
3.06959, 50.62742;3.07056, 50.62742;142;1;0
3.06959, 50.62742;3.06957, 50.62822;28;1;0
3.06959, 50.66855;3.0671, 50.66798;116;0;2
3.0696, 50.60416;3.07022, 50.60308;122;1;0
3.0696, 50.60416;3.07086, 50.60501;44;0;2
3.06961, 50.60194;3.07015, 50.60181;15;0;0
3.06961, 50.60194;3.06966, 50.60186;1;0;0
3.06962, 50.62655;3.06959, 50.62742;18;1;0
3.06962, 50.63774;3.06978, 50.63785;4;1;0
3.06962, 50.6504;3.0704, 50.64994;161;0;0
3.06962, 50.6504;3.06908, 50.65031;6;0;2
3.06964, 50.71677;3.06952, 50.71697;9;0;2
3.06964, 50.71677;3.06913, 50.71666;7;0;2
3.06965, 50.60004;3.06835, 50.59991;20;0;1
3.06965, 50.60004;3.06898, 50.60081;114;0;2
3.06965, 50.62544;3.07118, 50.62428;210;1;0
3.06965, 50.62544;3.06962, 50.62655;22;1;0
3.06966, 50.60186;3.06997, 50.60111;21;0;0
3.06966, 50.60186;3.06898, 50.60176;13;0;2
3.06967, 50.61283;3.06904, 50.6118;45;1;0
3.06967, 50.61283;3.07095, 50.61264;13;0;0
3.06967, 50.70254;3.06919, 50.70254;7;0;0
3.06967, 50.70254;3.07057, 50.70186;21;0;0
3.06967, 50.70438;3.07029, 50.70329;31;1;0
3.06967, 50.70438;3.06906, 50.70488;8;1;0
3.06968, 50.60169;3.06938, 50.60128;9;0;3
3.06968, 50.62439;3.06965, 50.62544;28;1;0
3.06968, 50.62439;3.07118, 50.62428;150;0;0
3.06969, 50.60109;3.06898, 50.60176;39;0;3
3.06969, 50.60109;3.06955, 50.60073;16;0;3
3.06969, 50.65506;3.06872, 50.655;13;0;1
3.06969, 50.65506;3.06974, 50.65482;0;0;2
3.0697, 50.63361;3.0704, 50.63359;81;1;0
3.06972, 50.63018;3.06938, 50.63046;5;0;0
3.06972, 50.63018;3.06985, 50.62975;11;0;0
3.06972, 50.65628;3.06878, 50.65565;40;1;0
3.06972, 50.65628;3.06943, 50.65678;11;0;0
3.06974, 50.62174;3.07, 50.62187;6;1;0
3.06974, 50.66799;3.06987, 50.66804;2;1;0
3.06974, 50.76433;3.06524, 50.76207;62;0;0
3.06976, 50.64928;3.06874, 50.64879;32;1;1
3.06976, 50.64928;3.07004, 50.64961;142;0;1
3.06976, 50.66808;3.06959, 50.66855;14;0;0
3.06976, 50.66808;3.06974, 50.66799;2;1;0
3.06977, 50.59392;3.06788, 50.5953;67;0;4
3.06977, 50.59392;3.07274, 50.59147;42;0;1
3.06978, 50.63785;3.07046, 50.63746;265;0;2
3.06978, 50.63785;3.07053, 50.63855;30;1;0
3.06979, 50.65616;3.06972, 50.65628;2;0;0
3.06979, 50.66408;3.06899, 50.66521;17;0;0
3.06979, 50.66408;3.06559, 50.6638;44;0;0
3.06979, 50.71762;3.07001, 50.71762;1;0;2
3.06979, 50.71762;3.07001, 50.71762;1;0;2
3.0698, 50.63526;3.06888, 50.63478;24;1;0
3.0698, 50.67374;3.07009, 50.67365;3;0;0
3.06982, 50.60007;3.06951, 50.60048;112;0;2
3.06984, 50.75929;3.06842, 50.75831;18;0;0
3.06984, 50.75929;3.06524, 50.76207;118;0;4
3.06985, 50.62975;3.07127, 50.63002;21;1;0
3.06985, 50.62975;3.06986, 50.62828;163;1;0
3.06986, 50.62828;3.07023, 50.62833;197;0;0
3.06987, 50.60727;3.06955, 50.60708;7;0;0
3.06987, 50.60727;3.07041, 50.60687;14;0;0
3.06987, 50.66804;3.06976, 50.66808;2;1;0
3.06989, 50.65281;3.07096, 50.65286;16;1;0
3.06991, 50.59834;3.06959, 50.59855;8;0;0
3.06991, 50.67393;3.06938, 50.67387;15;0;0
3.06991, 50.70814;3.07065, 50.70886;14;0;0
3.06992, 50.68023;3.07382, 50.68088;94;0;2
3.06992, 50.68023;3.06947, 50.68095;12;0;0
3.06993, 50.5734;3.07048, 50.57349;8;1;1
3.06993, 50.65249;3.06989, 50.65281;9;1;0
3.06993, 50.66388;3.06979, 50.66408;3;0;0
3.06993, 50.66388;3.07096, 50.66417;12;0;0
3.06993, 50.77011;3.06891, 50.76985;10;0;0
3.06993, 50.77011;3.07009, 50.77278;121;0;0
3.06996, 50.64011;3.0708, 50.64113;26;0;0
3.06997, 50.60095;3.06951, 50.60067;13;0;0
3.06997, 50.60111;3.06997, 50.60095;4;0;0
3.06997, 50.60111;3.06969, 50.60109;1;0;3
3.06998, 50.67165;3.07094, 50.67185;70;0;2
3.06999, 50.59758;3.06945, 50.59738;16;0;3
3.06999, 50.59758;3.06991, 50.59834;27;0;0
3.06999, 50.61149;3.06904, 50.6118;10;0;0
3.06999, 50.63703;3.07117, 50.63757;50;1;0
3.06999, 50.7374;3.06951, 50.73807;18;0;2
3.06999, 50.7374;3.06625, 50.73564;21;0;1
3.07, 50.62187;3.07136, 50.62253;27;1;0
3.07001, 50.71762;3.07057, 50.71711;29;0;2
3.07004, 50.64961;3.0704, 50.64994;136;0;1
3.07005, 50.60876;3.07024, 50.60889;5;0;0
3.07005, 50.67136;3.07091, 50.67157;11;0;2
3.07005, 50.67136;3.07058, 50.67048;11;0;1
3.07005, 50.70255;3.06967, 50.70254;140;0;2
3.07009, 50.67365;3.0704, 50.67433;17;0;2
3.07009, 50.77278;3.06755, 50.77294;14;0;0
3.0701, 50.60761;3.07063, 50.60808;23;0;0
3.0701, 50.60761;3.07025, 50.6075;2;0;0
3.0701, 50.60761;3.07025, 50.6075;2;0;0
3.0701, 50.60761;3.06929, 50.60822;10;0;0
3.07011, 50.55422;3.07063, 50.54798;72;0;2
3.07011, 50.63907;3.0694, 50.63992;29;0;0
3.07011, 50.63907;3.0704, 50.63918;8;0;0
3.07015, 50.60181;3.07133, 50.60142;21;0;0
3.07015, 50.60181;3.07157, 50.60233;113;0;4
3.07017, 50.59817;3.06991, 50.59834;6;0;0
3.07019, 50.59745;3.06999, 50.59758;3;0;0
3.07022, 50.60006;3.06997, 50.60095;95;0;4
3.07022, 50.60006;3.06965, 50.60004;6;0;1
3.07022, 50.60308;3.07044, 50.60268;162;0;0
3.07022, 50.60308;3.07145, 50.60349;171;0;0
3.07022, 50.60858;3.07024, 50.60889;16;0;0
3.07022, 50.60858;3.07005, 50.60876;19;0;0
3.07023, 50.62833;3.0737, 50.62883;143;0;0
3.07023, 50.62833;3.07056, 50.62742;226;1;0
3.07023, 50.65206;3.07067, 50.65214;40;1;2
3.07023, 50.65206;3.07039, 50.65163;9;1;0
3.07024, 50.60889;3.07048, 50.60906;6;0;0
3.07025, 50.6075;3.06987, 50.60727;9;0;0
3.07025, 50.6676;3.07026, 50.66803;10;0;0
3.07026, 50.57362;3.06993, 50.5734;6;1;1
3.07026, 50.57362;3.07099, 50.57415;17;0;2
3.07026, 50.66803;3.07052, 50.66857;16;0;0
3.07026, 50.66803;3.06987, 50.66804;5;0;0
3.07029, 50.70329;3.06967, 50.70254;17;1;0
3.07029, 50.70329;3.07062, 50.70319;4;0;0
3.07029, 50.77021;3.07038, 50.77148;30;0;2
3.07029, 50.77021;3.06993, 50.77011;11;0;0
3.0703, 50.73927;3.07134, 50.73962;10;0;2
3.07032, 50.68116;3.07105, 50.68119;6;0;0
3.07032, 50.68116;3.07017, 50.68159;6;0;2
3.07033, 50.61912;3.0729, 50.62025;200;0;0
3.07033, 50.61912;3.07161, 50.61841;206;1;0
3.07033, 50.65897;3.07162, 50.65879;128;1;0
3.07033, 50.65897;3.07094, 50.65919;8;0;0
3.07036, 50.62162;3.07087, 50.62186;13;0;2
3.07036, 50.63171;3.06983, 50.63172;3;0;0
3.07036, 50.63569;3.06945, 50.63662;131;1;0
3.07036, 50.63569;3.07084, 50.63547;13;0;0
3.07036, 50.63569;3.0698, 50.63526;22;1;0
3.07037, 50.59757;3.07019, 50.59745;2;0;0
3.07037, 50.64154;3.0708, 50.64113;167;1;0
3.07037, 50.64154;3.07202, 50.6433;266;1;0
3.07038, 50.6341;3.07139, 50.63445;37;1;2
3.07038, 50.6341;3.06953, 50.63391;40;1;0
3.07038, 50.6341;3.0704, 50.63359;16;0;0
3.07039, 50.65121;3.07052, 50.65117;2;1;0
3.07039, 50.65163;3.07003, 50.65143;8;0;0
3.0704, 50.63359;3.0708, 50.63256;35;0;0
3.0704, 50.63359;3.07423, 50.63379;109;1;0
3.0704, 50.63918;3.07061, 50.63927;4;0;2
3.0704, 50.63918;3.07062, 50.63862;27;0;0
3.0704, 50.64994;3.07126, 50.65043;221;0;1
3.0704, 50.6551;3.06979, 50.65616;20;0;0
3.0704, 50.6551;3.06969, 50.65506;10;0;1
3.0704, 50.6551;3.07068, 50.65453;12;0;0
3.0704, 50.67433;3.07172, 50.67852;121;0;2
3.0704, 50.7011;3.07086, 50.70128;4;0;0
3.0704, 50.7011;3.06912, 50.70243;25;0;0
3.07041, 50.60687;3.0691, 50.6061;24;0;0
3.07041, 50.60687;3.07102, 50.607;58;0;2
3.07041, 50.66602;3.0699, 50.66692;22;1;0
3.07041, 50.66602;3.0694, 50.66574;87;0;0
3.07041, 50.74023;3.06954, 50.73985;9;0;2
3.07041, 50.74023;3.06693, 50.74137;21;0;1
3.07041, 50.75883;3.06676, 50.75736;196;0;1
3.07041, 50.75883;3.06984, 50.75929;15;0;0
3.07042, 50.60092;3.07014, 50.60075;83;0;2
3.07042, 50.60092;3.06997, 50.60111;167;0;2
3.07042, 50.66318;3.06993, 50.66388;11;0;0
3.07042, 50.66318;3.06985, 50.66301;6;0;0
3.07044, 50.67946;3.06992, 50.68023;160;0;3
3.07044, 50.67946;3.07288, 50.67345;482;0;3
3.07045, 50.66004;3.07009, 50.65998;10;0;0
3.07047, 50.65128;3.07039, 50.65121;2;1;0
3.07047, 50.65128;3.07057, 50.6514;3;0;0
3.07048, 50.57349;3.07026, 50.57362;3;1;1
3.07048, 50.57349;3.07314, 50.57411;38;0;1
3.07048, 50.58874;3.06967, 50.58886;15;0;2
3.07048, 50.58874;3.07034, 50.58949;13;0;2
3.07049, 50.65331;3.06894, 50.65384;30;0;0
3.07049, 50.65331;3.06907, 50.65319;17;1;0
3.0705, 50.59557;3.07023, 50.59544;6;0;0
3.0705, 50.59557;3.07112, 50.59516;11;0;0
3.07051, 50.73542;3.07126, 50.73453;24;0;2
3.07052, 50.65117;3.07047, 50.65128;3;1;0
3.07052, 50.65117;3.07061, 50.6511;3;0;0
3.07053, 50.63855;3.07011, 50.63907;14;0;0
3.07056, 50.62742;3.07386, 50.6274;102;1;0
3.07056, 50.71711;3.06964, 50.71677;12;0;2
3.07057, 50.6514;3.07067, 50.65214;16;1;0
3.07057, 50.6514;3.07039, 50.65163;43;1;0
3.07058, 50.67048;3.07145, 50.66941;16;0;1
3.07061, 50.63927;3.06996, 50.64011;67;1;2
3.07061, 50.63927;3.0718, 50.63963;0;0;2
3.07061, 50.6511;3.07136, 50.65101;266;0;2
3.07061, 50.6511;3.07068, 50.65084;6;0;0
3.07063, 50.60808;3.07127, 50.60866;21;0;0
3.07063, 50.60808;3.07022, 50.60858;23;0;0
3.07063, 50.6671;3.07134, 50.66727;8;0;1
3.07063, 50.6671;3.07134, 50.66727;8;0;1
3.07063, 50.6671;3.0699, 50.66692;6;0;1
3.07063, 50.6671;3.0699, 50.66692;6;0;1
3.07063, 50.6671;3.07025, 50.6676;14;0;0
3.07064, 50.62129;3.07211, 50.62196;119;1;0
3.07064, 50.62129;3.07, 50.62187;69;1;0
3.07065, 50.58842;3.0704, 50.58845;4;0;2
3.07065, 50.70886;3.07259, 50.7088;25;0;0
3.07067, 50.63682;3.07036, 50.63569;319;0;2
3.07067, 50.63682;3.06999, 50.63703;276;1;0
3.07067, 50.65214;3.07138, 50.65227;129;1;2
3.07067, 50.66885;3.06959, 50.66855;156;0;6
3.07067, 50.74008;3.07202, 50.74115;19;0;2
3.07067, 50.74008;3.07041, 50.74023;2;0;1
3.07068, 50.59703;3.07037, 50.59757;8;0;0
3.07068, 50.65319;3.07049, 50.65331;5;0;0
3.07068, 50.65453;3.07078, 50.65433;4;0;0
3.07068, 50.65453;3.06907, 50.65412;37;0;0
3.07069, 50.61125;3.07146, 50.61213;25;0;2
3.07069, 50.61125;3.06999, 50.61149;6;0;0
3.07069, 50.66279;3.07192, 50.66314;16;0;0
3.07069, 50.66279;3.07042, 50.66318;7;0;0
3.07071, 50.64943;3.07004, 50.64961;126;1;0
3.07072, 50.58871;3.07048, 50.58874;4;0;2
3.07072, 50.58871;3.07065, 50.58842;7;0;2
3.07074, 50.59779;3.07037, 50.59757;4;0;0
3.07074, 50.59779;3.07017, 50.59817;11;0;0
3.07074, 50.60072;3.07042, 50.60092;8;0;2
3.07074, 50.60072;3.07045, 50.60054;68;0;2
3.07074, 50.70257;3.07005, 50.70255;223;0;2
3.07075, 50.62425;3.07053, 50.62406;2;0;0
3.07076, 50.57628;3.07216, 50.57725;74;0;4
3.07076, 50.60112;3.07042, 50.60092;0;0;2
3.07076, 50.60112;3.07039, 50.60131;8;0;2
3.07078, 50.65433;3.07254, 50.65459;34;0;0
3.07078, 50.65433;3.07093, 50.65405;6;0;0
3.0708, 50.62656;3.06962, 50.62655;327;0;2
3.0708, 50.63256;3.07227, 50.63289;16;1;0
3.0708, 50.63256;3.0715, 50.63158;29;0;0
3.0708, 50.64113;3.0712, 50.64175;210;0;0
3.07081, 50.63173;3.07036, 50.63171;71;0;0
3.07081, 50.63173;3.07036, 50.63171;71;0;0
3.07081, 50.66532;3.07041, 50.66602;14;1;0
3.07084, 50.5884;3.07065, 50.58842;3;0;2
3.07084, 50.6093;3.07127, 50.60866;179;0;6
3.07084, 50.63547;3.07179, 50.63503;22;1;0
3.07084, 50.63547;3.07038, 50.6341;43;0;0
3.07084, 50.6601;3.07045, 50.66004;11;0;0
3.07086, 50.76828;3.07066, 50.76858;1;0;2
3.07086, 50.76828;3.06948, 50.76826;24;0;0
3.07089, 50.57576;3.07141, 50.57636;55;0;2
3.07089, 50.57576;3.07035, 50.57565;13;0;2
3.07091, 50.59119;3.06422, 50.5918;36;0;1
3.07091, 50.59119;3.07093, 50.59111;1;1;1
3.07091, 50.67157;3.07178, 50.67135;12;0;2
3.07091, 50.67157;3.07094, 50.67185;11;0;2
3.07093, 50.59111;3.07104, 50.59115;190;1;1
3.07093, 50.59111;3.07108, 50.5906;8;0;2
3.07093, 50.65405;3.07343, 50.65409;130;0;0
3.07093, 50.65405;3.07134, 50.65323;17;0;0
3.07094, 50.65919;3.07045, 50.66004;31;0;0
3.07094, 50.65919;3.07217, 50.65993;20;0;0
3.07094, 50.67185;3.07071, 50.67221;14;0;2
3.07094, 50.67185;3.07159, 50.67239;20;0;2
3.07095, 50.61264;3.0726, 50.61239;19;0;0
3.07095, 50.61264;3.06999, 50.61149;57;1;0
3.07095, 50.63206;3.07081, 50.63173;5;0;0
3.07096, 50.65286;3.07068, 50.65319;204;1;0
3.07096, 50.66417;3.07148, 50.66458;11;0;0
3.07099, 50.57415;3.0713, 50.57472;17;0;2
3.07099, 50.57415;3.07084, 50.57426;3;0;2
3.071, 50.59905;3.0707, 50.59924;10;0;0
3.071, 50.59905;3.07047, 50.59872;9;0;0
3.07101, 50.59121;3.07201, 50.59146;22;0;0
3.07101, 50.59121;3.07091, 50.59119;25;1;1
3.07101, 50.64508;3.07212, 50.64347;34;1;1
3.07101, 50.64508;3.07397, 50.64237;23;1;1
3.07102, 50.607;3.07126, 50.60683;5;0;0
3.07102, 50.607;3.07025, 50.6075;10;0;0
3.07102, 50.607;3.07126, 50.60683;5;0;0
3.07102, 50.607;3.07025, 50.6075;10;0;0
3.07104, 50.59115;3.07101, 50.59121;4;1;1
3.07105, 50.65514;3.07141, 50.65571;20;0;2
3.07105, 50.65514;3.0704, 50.6551;9;0;1
3.07105, 50.68119;3.07182, 50.68151;9;0;0
3.07106, 50.66788;3.07192, 50.668;17;1;0
3.07106, 50.66788;3.07107, 50.66813;4;0;0
3.07107, 50.66813;3.07203, 50.66887;30;0;0
3.07108, 50.5906;3.07139, 50.59074;200;0;2
3.07108, 50.5906;3.07125, 50.59044;3;0;2
3.07108, 50.60092;3.07074, 50.60072;0;0;2
3.07108, 50.60092;3.07076, 50.60112;8;0;2
3.07108, 50.70249;3.07077, 50.70287;13;0;2
3.07108, 50.70249;3.07074, 50.70257;4;0;2
3.07109, 50.63184;3.07081, 50.63173;0;0;0
3.07109, 50.70065;3.0704, 50.7011;9;0;0
3.07109, 50.70065;3.07046, 50.70053;5;0;0
3.0711, 50.64704;3.07193, 50.64759;11;1;0
3.0711, 50.64704;3.06928, 50.6486;26;1;1
3.07111, 50.60767;3.07201, 50.6083;62;0;0
3.07111, 50.60767;3.07063, 50.60808;18;0;0
3.07112, 50.59516;3.07204, 50.59456;25;0;0
3.07113, 50.58806;3.07153, 50.58748;7;0;2
3.07114, 50.62056;3.07064, 50.62129;105;1;0
3.07114, 50.62056;3.07259, 50.62097;44;0;0
3.07115, 50.6818;3.07124, 50.68218;46;0;2
3.07115, 50.6818;3.06891, 50.68191;21;0;2
3.07115, 50.71813;3.07146, 50.71752;17;0;2
3.07117, 50.63757;3.0713, 50.63755;2;1;0
3.07117, 50.68079;3.07105, 50.68119;9;0;2
3.07118, 50.62428;3.07213, 50.62338;211;1;0
3.07118, 50.62428;3.07391, 50.62412;23;0;0
3.07119, 50.59807;3.07074, 50.59779;7;0;0
3.07119, 50.65322;3.07121, 50.65255;32;0;2
3.07119, 50.65322;3.07068, 50.65319;8;0;0
3.0712, 50.60005;3.07022, 50.60006;10;0;1
3.0712, 50.63766;3.07117, 50.63757;282;1;0
3.0712, 50.63766;3.07053, 50.63855;28;0;0
3.0712, 50.64175;3.07274, 50.64292;290;1;1
3.0712, 50.64175;3.07254, 50.64329;265;0;1
3.07121, 50.65255;3.07096, 50.65286;51;1;0
3.07121, 50.65255;3.06993, 50.65249;22;1;0
3.07121, 50.65255;3.07219, 50.6528;12;0;2
3.07121, 50.66204;3.07069, 50.66279;15;0;0
3.07121, 50.66204;3.06348, 50.66195;64;0;0
3.07122, 50.61108;3.07069, 50.61125;5;0;0
3.07123, 50.76935;3.06925, 50.7688;31;0;0
3.07123, 50.76935;3.07186, 50.7691;8;0;2
3.07124, 50.65684;3.06979, 50.65616;26;1;0
3.07124, 50.77036;3.07123, 50.76935;19;0;0
3.07124, 50.77036;3.07029, 50.77021;10;0;0
3.07125, 50.59044;3.07173, 50.59066;0;0;2
3.07125, 50.59044;3.07146, 50.59027;3;0;2
3.07126, 50.60683;3.07181, 50.60724;9;0;0
3.07126, 50.60683;3.07181, 50.60724;9;0;0
3.07126, 50.64532;3.0711, 50.64704;11;1;1
3.07126, 50.65043;3.07222, 50.65065;13;0;1
3.07126, 50.73453;3.07154, 50.73419;9;0;2
3.07126, 50.73453;3.07193, 50.73485;17;0;2
3.07127, 50.63002;3.07257, 50.63028;19;1;0
3.07127, 50.63002;3.07137, 50.62978;205;0;0
3.07128, 50.59886;3.071, 50.59905;11;0;0
3.07129, 50.75108;3.07111, 50.75019;23;0;0
3.07129, 50.75108;3.06941, 50.75414;31;0;0
3.07129, 50.76741;3.07004, 50.76779;229;0;2
3.07129, 50.76741;3.07233, 50.76805;21;0;2
3.0713, 50.57472;3.07156, 50.57529;10;0;2
3.0713, 50.57472;3.07083, 50.57519;12;0;2
3.0713, 50.58865;3.07072, 50.58871;10;0;2
3.0713, 50.58865;3.07113, 50.58806;9;0;2
3.0713, 50.59814;3.07017, 50.59817;22;0;0
3.0713, 50.59814;3.07119, 50.59807;1;0;0
3.0713, 50.63755;3.07134, 50.63763;11;1;0
3.07132, 50.66591;3.07063, 50.6671;75;0;0
3.07132, 50.66591;3.07041, 50.66602;136;1;0
3.07133, 50.60142;3.07183, 50.60159;1;0;2
3.07133, 50.60142;3.07157, 50.60124;4;0;0
3.07134, 50.63763;3.07581, 50.6396;299;0;2
3.07134, 50.63763;3.0712, 50.63766;1;1;0
3.07134, 50.63763;3.07352, 50.63925;334;0;2
3.07134, 50.63763;3.07408, 50.63864;336;0;2
3.07134, 50.65323;3.07119, 50.65322;4;1;0
3.07134, 50.66727;3.07286, 50.66763;16;0;1
3.07134, 50.66727;3.07286, 50.66763;16;0;1
3.07134, 50.66727;3.07106, 50.66788;34;0;0
3.07134, 50.73962;3.07067, 50.74008;6;0;1
3.07135, 50.71832;3.07115, 50.71813;2;0;2
3.07135, 50.71832;3.07115, 50.71813;2;0;2
3.07136, 50.62253;3.0719, 50.62226;11;0;0
3.07136, 50.65101;3.07126, 50.65043;15;0;2
3.07136, 50.73573;3.07145, 50.73565;2;0;2
3.07138, 50.65227;3.07121, 50.65255;149;1;0
3.07139, 50.59729;3.07166, 50.59712;4;0;0
3.07139, 50.63445;3.07179, 50.63503;84;1;2
3.07141, 50.57636;3.07217, 50.57607;57;0;2
3.07141, 50.57636;3.07153, 50.57672;6;0;2
3.07141, 50.65571;3.07166, 50.65606;19;0;2
3.07141, 50.65571;3.07314, 50.65604;42;0;2
3.07143, 50.73955;3.07134, 50.73962;1;0;1
3.07145, 50.60349;3.07359, 50.60469;46;0;0
3.07145, 50.60349;3.07191, 50.60321;10;0;0
3.07145, 50.66941;3.07189, 50.66954;6;0;2
3.07145, 50.66941;3.07168, 50.66917;4;0;1
3.07145, 50.73565;3.07193, 50.73485;27;0;2
3.07145, 50.73565;3.0721, 50.73588;179;0;6
3.07146, 50.59027;3.0725, 50.58954;14;0;2
3.07146, 50.59027;3.07176, 50.59041;1;0;2
3.07146, 50.61213;3.07229, 50.61186;18;0;2
3.07146, 50.71752;3.07056, 50.71711;11;0;2
3.07148, 50.66458;3.07081, 50.66532;16;1;0
3.07148, 50.66458;3.07198, 50.6656;23;0;0
3.0715, 50.63158;3.0737, 50.63174;126;1;0
3.0715, 50.63158;3.07157, 50.6315;3;0;0
3.07151, 50.63734;3.07364, 50.63666;48;1;2
3.07151, 50.63734;3.07067, 50.63682;574;1;0
3.07151, 50.63734;3.0713, 50.63755;606;0;2
3.07153, 50.58748;3.07194, 50.58725;12;0;2
3.07153, 50.58748;3.07113, 50.58806;9;0;2
3.07156, 50.57529;3.07295, 50.57499;140;0;2
3.07156, 50.57529;3.07161, 50.57546;3;0;2
3.07156, 50.70249;3.07108, 50.70249;7;0;2
3.07156, 50.70249;3.07195, 50.70232;12;0;2
3.07157, 50.60124;3.07223, 50.60147;2;0;2
3.07157, 50.60124;3.07166, 50.60118;1;0;0
3.07157, 50.60233;3.07312, 50.60128;167;0;4
3.07157, 50.6315;3.07178, 50.63125;7;0;0
3.07157, 50.6315;3.06983, 50.63172;55;0;0
3.07159, 50.67239;3.07159, 50.67239;0;1;2
3.07161, 50.57546;3.07089, 50.57576;39;0;2
3.07161, 50.57546;3.07217, 50.57607;17;0;2
3.07161, 50.61841;3.07172, 50.61801;13;1;0
3.07162, 50.59626;3.0705, 50.59557;20;0;0
3.07162, 50.59626;3.07068, 50.59703;19;0;0
3.07162, 50.65879;3.07155, 50.65821;18;0;6
3.07162, 50.65879;3.07268, 50.65894;144;0;0
3.07165, 50.64952;3.07138, 50.65001;12;0;2
3.07165, 50.64952;3.07071, 50.64943;279;1;0
3.07166, 50.60118;3.07254, 50.60148;32;0;6
3.07166, 50.60118;3.07177, 50.60109;2;0;0
